id,menu_item_id,variation_type,label,extra_price
4218236f-93b3-485f-8932-7aaf15ada75d,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Salted Egg,7000
3a8dbb62-f601-4533-a3ab-62d86a801572,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Kerupuk Putih,2000
a6c4ffd1-2c9d-474e-b534-80c72d0f19c9,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Nasi Putih,5000
c156ef72-2049-4ea9-9c28-02e144406bf9,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Porsi,Single,0
89d30aa7-1409-46f8-b616-034002007f91,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Porsi,Double,10000
634a539b-f91e-4ef4-a85c-1bf7d213f5bc,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 0,0
d0901927-0daa-4cac-bc07-8b67e1d2f773,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 1,0
0c03ef6e-d05b-41a6-baa5-8e1fccc86a16,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 2,0
d2938149-4681-4245-9842-27d3e8c03c05,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 3,0
365cdb1f-f4f8-4658-be3a-87e07e11a1dc,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 4,0
168f0b51-dc04-4d1a-af31-6ef00176ad9d,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Level Pedas,Level 5,0
a14c9e09-b9b8-4e20-b375-b261e4588986,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Keju,5000
0f8e7588-6834-4b26-9622-3e4ec05e6fff,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Mozarella,7000
2f2dbd93-9cdf-4680-b31e-54fd711fa9c5,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Telur Ceplok,5000
ba7da4a0-d32d-4441-a5e5-32fdfd7e4999,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Telur Dadar,6000
357e1daf-5888-4b41-a850-c329eb2135a1,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Kornet,7000
02da75f1-bee0-4b02-b645-f924fd5f843c,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Telur Kornet,11000
f6331ff3-95f0-4e2e-a73e-9b543c9a5e17,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Sosis,5000
464a753d-04cc-4e9c-a826-35cfc161f409,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Sambal Matah,5000
fd9621bf-5749-44a6-a621-363d39ca7a03,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Salted Egg,7000
44080a5e-51b9-4de4-9820-15dbfac76559,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Kerupuk Putih,2000
62bc2eed-3da9-45c2-ac14-ff8aacb7d187,bbaf585c-558b-42a6-af4a-9ee5a4cf764a,Extra Topping,Nasi Putih,5000
16d9c7a6-f7a7-4c38-85fe-577d2ae476b3,04310a53-e31c-4c32-a0d2-ca50673c6e65,Porsi,Single,0
93d6f0d0-611b-4d40-9a9c-109c766b3443,04310a53-e31c-4c32-a0d2-ca50673c6e65,Porsi,Double,9000
d09c082e-8533-4ad4-be32-9d355b21ec4d,04310a53-e31c-4c32-a0d2-ca50673c6e65,Rasa,Kari,0
f39341a9-3ad5-48b9-bfd3-e3e7d560b94f,04310a53-e31c-4c32-a0d2-ca50673c6e65,Rasa,Soto,0
02d434f8-3030-4335-93ce-7d7ab6eb92fe,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 0,0
29ddca18-f245-4cd4-823d-1283c76d0679,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 1,0
6e5fd326-e286-476f-81f8-ee75550c0875,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 2,0
d2a89716-42d1-4142-950b-aa84e39fcd66,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 3,0
70944f59-779b-47ae-83da-4039d9db4d99,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 4,0
a7e9e6c6-8bbb-4dc4-9201-6f4591d7b4e3,04310a53-e31c-4c32-a0d2-ca50673c6e65,Level Pedas,Level 5,0
bca46c5a-b3f6-496f-ae45-4cae523cd4e1,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Keju,5000
93328e62-277e-451b-82e7-9f1973245521,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Mozarella,7000
70660f58-6305-48c0-ad05-316e1eb34e1b,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Telur Ceplok,5000
3ea9caa7-1791-4fff-9349-b23bad7bf723,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Telur Dadar,6000
fadc7b52-aa8c-4e03-b402-0d6f82d4e970,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Kornet,7000
45fb7633-2a69-4b2e-9978-f40fbd81d4a5,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Telur Kornet,11000
244bc262-82ed-4502-a43e-c7c92532f4b2,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Sosis,5000
a7bb683e-0266-41ca-808a-3111c87a4194,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Sambal Matah,5000
4eeecfa0-21ca-4d83-9504-59da9cf221aa,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Salted Egg,7000
4cdd87b4-cc80-4c4f-84f7-ddf25d897e2b,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Kerupuk Putih,2000
8dd3a2e9-8740-4c2d-a131-78128ccb6b1c,04310a53-e31c-4c32-a0d2-ca50673c6e65,Extra Topping,Nasi Putih,5000
b27233d5-8ac1-43ae-a74d-3ec622942f3c,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Porsi,Single,0
1f50646d-0ce1-46c2-b921-300b56a976e1,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Porsi,Double,9000
68473935-9a1f-47bc-bc9d-efad364bb77a,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Rasa,Goreng,0
d2d7a3f2-ac4a-4871-a030-fc4e4f484fab,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Rasa,Kari,0
cd95d160-21fc-492b-85fd-f15cd140c77c,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Rasa,Soto,0
185e5c0a-e93b-4f54-9b44-26a09c71e7e8,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Rasa,Rendang,0
75fdee23-1ae1-43bb-8c01-68b8f9dc92f5,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 0,0
ae85af43-ff09-434f-b5d6-42422884d593,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 1,0
6366d286-0faf-4bae-80ca-ba3e0bbd6d06,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 2,0
84c950cb-11e3-43a6-8215-1ab22d67fc5c,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 3,0
46e7212f-e309-494b-adfc-46c793d04206,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 4,0
0d52c74d-b520-4dfc-80eb-6f604c06cce7,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Level Pedas,Level 5,0
93c9c578-8160-47ab-ab03-c00769e1c1d7,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Keju,5000
67301158-16cc-49b3-a39b-f799b8af4548,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Mozarella,7000
1a58c253-5a44-4f30-bc69-dbc22b967f9f,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Telur Ceplok,5000
e74f5e50-b53f-4a32-8570-729e6b4dd17c,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Telur Dadar,6000
e3ad7e2e-9554-4105-a881-7e9229fda844,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Kornet,7000
6de3b33b-0e8b-4a82-a926-d2f9113d4689,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Telur Kornet,11000
